x_sun,y_sun,z_sun,x_earth,y_earth,z_earth,x_moon,y_moon,z_moon
-33816.5609203115,-114802019708.872,-115198305341.045,280463.695506733,93751247125.5886,93716113345.0315,4.50149737303502,-38942268.8827898,-17349262.7467011
-35695.1927913582,-115969389479.101,-116353614387.598,286217.692858783,92337498142.6504,92243317459.4586,4.13381435714186,-39420619.2825489,-23072253.1105678
-37627.5406328496,-117119204252.554,-117482083986.022,292014.45781826,90909653445.8918,90758804248.4056,3.74796439372349,-39888159.733939,-29182154.4881272
-39614.1139826531,-118251292865.267,-118583836706.478,297853.310946271,89467918962.6737,89264223282.095,3.3437071494794,-40346397.2159801,-35549998.7503446
-41655.4135854079,-119365483965.57,-119659248300.796,303733.566887584,88012502752.1119,87761210977.8404,2.92080527782918,-40797019.6160317,-42032197.0050925
-43751.9313280928,-120461606216.832,-120708932970.455,309654.534489367,86543615475.3903,86251349167.0334,2.47902443887809,-41241843.8593983,-48474755.4026196
-45904.1501772388,-121539488571.815,-121733722769.385,315615.516920513,85061470924.3088,84736118913.8429,2.01813332490665,-41682755.0000837,-54718225.6360631
-48112.544117849,-122598959934.213,-122734696762.911,321615.811791524,83566286255.442,83216878242.5481,1.53790368882762,-42121706.5650944,-60597677.7316746
-50377.5780938891,-123639849043.118,-123713192024.761,327654.711274782,82058282559.52,81694812611.7707,1.0381103799222,-42560680.9378003,-65945920.4747529
-52254.5894771709,-124469447915.492,-124490530242.468,332575.332014326,80827231621.6499,80460176210.2705,0.618671633291011,-42917634.0578033,-69781989.8192363
-54169.3194724966,-125286646200.319,-125255012355.845,337520.444775712,79588036819.8902,79224646041.5925,0.186128041488828,-43276759.5860276,-73086925.4138542
-56122.0021576067,-126091354260.388,-126007589063.842,342489.665560613,78340823442.6656,77988430765.389,-0.259635544372208,-43638884.6643822,-75790393.57782
-58112.8676272914,-126883483243.423,-126749255048.689,347482.608216585,77085719637.4102,76751564989.2031,-0.718732857985497,-44004701.093403,-77833097.4858533
-60142.1419752392,-127662945627.556,-127481005138.163,352498.884479685,75822856437.1223,75513905957.3612,-1.19127619914798,-44374728.7571855,-79169749.9594058
-62210.0472763997,-128429655813.245,-128203786681.877,357538.104017228,74552367706.1258,74275136801.8628,-1.67737641610898,-44749282.5211942,-79771764.0055249
-64316.8015697994,-129183530390.795,-128918478274.949,362599.874470583,73274390150.0616,73034764572.4342,-2.1771428878759,-45128454.0354193,-79628732.0680148
-66462.6188418636,-129924488518.745,-129625859458.889,367683.801498042,71989063159.7078,71792131768.2051,-2.69068350952147,-45512099.7230693,-78749402.5276929
-68647.7090103281,-130652452761.739,-130326543069.217,372789.488817902,70696528251.7273,70546460620.4303,-3.21810468322352,-45899832.0479269,-77162389.6069625
-70872.2779085589,-131367348926.418,-131020988994.009,377916.538251496,69396928981.6302,69296859000.87,-3.75951130820948,-46291035.3557266,-74914886.2862419
-73136.5272704609,-132069106389.057,-131709477957.611,383064.549766426,68090409991.9054,68042396606.0825,-4.31500677758707,-46684919.3120349,-72068321.7423702
-75440.6547158475,-132757658266.166,-132392098052.55,388233.121519815,66777116939.7257,66782109662.0253,-4.88469297506768,-47080513.0220816,-68698839.2911475
-77784.8537363433,-133432941284.161,-133068755711.721,393421.849901709,65457195874.2228,65515050355.818,-5.46867027607666,-47476720.9820468,-64892749.4567313
-80169.3136817852,-134094895515.449,-133739197524.345,398630.329578575,64130792642.463,64240333932.2817,-6.06703754964033,-47872384.9747291,-60741499.9481257
-82594.2197470701,-134743464158.635,-134403028452.748,403858.153536826,62798052778.7171,62957146514.7669,-6.67989215912434,-48266305.3174368,-56339948.9219441
-85059.7529594721,-135378593318.993,-135059730015.028,409104.913126397,61459121376.2102,61664754348.1201,-7.30732996356227,-48657263.6658769,-51784511.7802295
-87717.4829878147,-136037029711.466,-135747296080.11,414686.093012943,60033408482.5149,60284247721.1819,-7.98836676896038,-49067106.1764898,-46890706.0366554
-90421.2558800286,-136680252744.226,-136425348469.013,420287.593178778,58601072740.0854,58892120950.2341,-8.68600220114102,-49470966.7258036,-42033899.0696999
-93171.2717513718,-137308206492.388,-137093017197.297,425908.921382033,57162283699.3984,57487914588.9852,-9.40034485684389,-49867595.6076118,-37312710.2601293
-95967.7253981969,-137920837373.049,-137749385878.113,431549.583543303,55717209886.0977,56071302194.8638,-10.1315014247777,-50255834.4411614,-32818389.0221861
-98810.8062841324,-138518093880.507,-138393513613.711,437209.083804285,54266018824.0811,54642086866.0647,-10.879576675638,-50634629.9096784,-28633698.607681
-101700.698526902,-139099926302.359,-139024458423.035,442886.92458645,52808877110.1259,53200193589.6254,-11.6446734497992,-51003044.53561,-24832040.7853018
-104637.580885821,-139666286658.815,-139641282512.814,448582.606649751,51345950571.5912,51745654837.3738,-12.4268926440648,-51360247.1146225,-21478233.5838448
-107621.626749817,-140217128673.547,-140243054967.306,454295.629151138,49877404325.9855,50278604140.7667,-13.2263331964094,-51705508.9674012,-18628816.3025138
-110958.660876545,-140805062144.624,-140886529486.141,460599.212650187,48255752511.0973,48650729111.8171,-14.1256996633953,-52070779.0861851,-16132203.9672658
-114353.179002336,-141374107667.81,-141509531578.613,466922.4983683,46627717900.3937,47008449493.5229,-15.0461463860144,-52420211.725609,-14352238.0809659
-117805.389281094,-141924209665.678,-142110945513.374,473264.813529866,44993517606.0914,45352325619.2441,-15.987796678004,-52753301.8118518,-13326627.0046883
-121315.491941873,-142455314575.276,-142689706283.743,479625.483373236,43353367788.1377,43683048947.1275,-16.9507708793471,-53069711.1047935,-13079601.7658819
-124883.679275121,-142967370659.177,-143244815334.68,486003.831244981,41707483731.2444,42001433249.6879,-17.9351863328323,-53369271.7257629,-13621630.0089427
-128510.135620071,-143460327803.966,-143775357280.152,492399.178694082,40056079995.9062,40308399792.6403,-18.9411573631178,-53651984.5092277,-14949550.5122636
-132195.037353222,-143934137505.35,-144280501423.595,498810.845565956,38399370389.9945,38604977098.6675,-19.968795256711,-53918020.3115735,-17046467.3709898
-135938.552878126,-144388752736.133,-144759512767.234,505238.150096654,36737567930.8869,36892301477.3885,-21.0182082473342,-54167728.9270409,-19881025.8378451
-139776.945375623,-144828137685.102,-145215921616.12,511741.172864215,35055160158.265,35155345749.9962,-22.0996989335031,-54403772.4051945,-23443535.9820694
-143675.381499373,-145247871809.81,-145644594791.22,518258.728874249,33367997543.165,33411551949.9766,-23.2035891180039,-54624456.0386694,-27648181.2243848
-147634.009688077,-145647909997.444,-146045181931.164,524790.112505372,31676297836.086,31662317284.6515,-24.3299806223398,-54830672.0158198,-32419702.4761242
-151652.970071689,-146028207785.169,-146417504672.675,531334.61685613,29980278416.4234,29909103755.5572,-25.478972086952,-55023506.292701,-37667180.1235873
-155732.394466674,-146388721296.389,-146761561958.873,537891.533842872,28280156687.2426,28153403428.6164,-26.6506589790283,-55204207.946409,-43286524.3281007
-159872.406372461,-146729407239.903,-147077530203.781,544460.154297478,26576150511.9849,26396700300.9389,-27.8451336021333,-55374151.2964142,-49163552.9882542
-164073.120968989,-147050222787.219,-147365773327.815,551039.768064827,24868478247.2857,24640464995.993,-29.0624851057782,-55534837.9624824,-55173824.2427974
-168334.645115614,-147351125458.334,-147626852073.513,557629.664100392,23157358946.5271,22886135582.4552,-30.3027994956946,-55687884.4098521,-61183648.3397817
-172929.936770856,-147649011350.216,-147875349565.061,564642.934060996,21335495603.7455,21025458337.9709,-31.6460867636641,-55843983.2876582,-67417802.0409874
-177594.116087141,-147924313455.477,-148095156767.251,571666.156264291,19510255295.2878,19169922555.5667,-33.0154937442951,-55995367.0359761,-73328382.4744113
-182327.280407605,-148176983208.327,-148287586475.026,578698.474898042,17681906661.3214,17320853755.8569,-34.411112019341,-56144053.0252608,-78748969.3111102
-187129.516473737,-148406972554.673,-148454196760.536,585739.033525392,15850721646.8747,15479325789.8582,-35.8330291784829,-56291989.4722006,-83518870.0445651
-192000.90043128,-148614234852.809,-148596717618.604,592786.975215383,14016975716.1826,13646139888.4674,-37.2813288027987,-56440978.9585781,-87489335.7038697
-196941.49783764,-148798725917.409,-148716965926.297,599841.442673127,12180948044.2022,11821805576.9111,-38.7560904412914,-56592595.2154099,-90530324.0544512
-201951.363670752,-148960403942.825,-148816851433.795,606901.578369398,10342922100.9355,10006489682.3488,-40.2573895859079,-56748136.3070223,-92534304.7851941
-207030.542339603,-149099230071.919,-148898330258.517,613966.524670143,8503186186.40161,8199969356.13637,-41.7852976410789,-56908542.8513305,-93422906.1915051
-211674.177244952,-149204877462.082,-148957549253.323,620346.250979631,6841548887.15896,6576605872.50076,-43.1871775627865,-57057870.8509265,-93234940.571947
-216374.316551881,-149291862327.293,-149004482799.035,626728.566844006,5178975851.80241,4959216861.13727,-44.6108333427705,-57211527.5113827,-92105991.426934
-221130.970784958,-149360167927.745,-149040206487.087,633112.842062557,3515687850.12317,3346913425.2902,-46.0563087702701,-57369203.3919083,-90060020.7144784
-225944.143490868,-149409782666.556,-149065566775.373,639498.446688186,1851908434.5703,1738573672.22718,-47.5236448502552,-57530183.7407446,-87154003.4641661
-230813.831248804,-149440700432.307,-149081152871.153,645884.751103258,187862773.845557,132935449.267419,-49.0128798028513,-57693420.5025167,-83472076.0906195
-235740.023681693,-149452920767.956,-149087282700.069,652271.126095144,-1476223650.15617,-1471299806.73881,-50.5240490682405,-57857625.9893558,-79117924.0451035
-240722.703468165,-149446448963.717,-149083995034.159,658656.942931483,-3140125179.92256,-3075457925.70955,-52.0571853105139,-58021276.2379704,-74214508.8975913
-245761.84635541,-149421296028.907,-149071051432.342,665041.573435147,-4803616445.44694,-4680856396.93015,-53.6123184292438,-58182648.323078,-68901035.7349719
-250467.218996529,-149381473023.565,-149050098578.792,670938.17973901,-6339813452.74271,-6166033388.91499,-55.068540928407,-58328207.9468619,-63748731.6369793
-255220.722616455,-149325737439.222,-149019953914.534,676832.743782921,-7875295266.22111,-7654071170.76261,-56.5435787778438,-58468937.5977542,-58479829.2505785
-260022.322386913,-149254108854.131,-148979968793.018,682724.771897063,-9409889033.95299,-9145658844.89115,-58.0374493465993,-58603484.5209745,-53203790.6825093
-264871.978472856,-149166609743.307,-148929394635.536,688613.771024007,-10943423738.3401,-10641353016.1425,-59.5501680424082,-58730553.8370603,-48025427.8513864
-269769.646043735,-149063265058.791,-148867416735.291,694499.248768183,-12475730306.9039,-12141570127.196,-61.081748320652,-58848941.5736035,-43042217.9098604
-274715.275285248,-148944101776.53,-148793190763.433,700380.713445174,-14006641633.9333,-13646586033.2126,-62.6322016911333,-58957562.3722844,-38342051.4398224
-279708.811411516,-148809148733.518,-148705855674.032,706257.674130797,-15535992408.2093,-15156551329.7165,-64.2015377238386,-59055443.72534,-34003700.6718732
-284750.194677624,-148658436514.115,-148604542601.306,712129.640709895,-17063619012.4595,-16671500844.1988,-65.7897640518127,-59141723.2480253,-30097041.0612224
-290419.639566164,-148472126078.635,-148474263940.299,718661.192011298,-18762298376.8197,-18364044492.188,-67.5803759346256,-59223265.276465,-26325984.6174891
-296148.225021404,-148266364345.855,-148324470057.422,725185.271442729,-20458418476.4846,-20062393033.1036,-69.3944186647323,-59288699.3749995,-23229950.3272077
-301935.84699708,-148041199291.447,-148154077487.602,731701.206459661,-22151760219.5177,-21766153268.9767,-71.2318942869282,-59337365.0486102,-20862558.2158048
